Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,GREEN TEAM RUNNEMEDE BORO1,24 N Black Horse Pike,Left side of main entertainment,Runnemede,NJ,08078,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.8498,-75.07254,2025-12-10,186133,2025-12-10 01:58:08 UTC,,,,2021-03-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BT TOWN HALL BERNRARDS DPW 1,277 S Maple Ave,Near main entrance,Basking Ridge,NJ,07920,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.695427,-74.542465,2025-12-10,186153,2025-12-10 01:58:06 UTC,,,,2021-03-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,LM NORTH PUBLIC CAP PUBLIC 1,40 Riverwalk Pl,Between parking spots 1-08 & 1-09,West New York,NJ,07093,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.783032,-74.00586,2025-12-10,186375,2025-12-10 01:56:45 UTC,,,,2021-03-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,LM NORTH PUBLIC CAP PUBLIC 2,21 Ave at Port Imperial,Between parking spots 1-22 & 1-23,West New York,NJ,07093,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.78257,-74.005292,2025-12-10,186376,2025-12-10 01:56:59 UTC,,,,2021-03-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,LM NORTH PUBLIC CAP PUBLIC 3,21 Ave at Port Imperial,Between parking spots 1-24 & 1-25,West New York,NJ,07093,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.782533,-74.005419,2025-12-10,186377,2025-12-10 01:57:01 UTC,,,,2021-03-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Hammonton Health Park,219 N Whitehorse Pike,,Hammonton,NJ,8037,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,39.6535872,-74.7939703,2025-12-10,186697,2025-12-10 00:15:33 UTC,,,,2021-03-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,EDISON LOFTS STATION 2,33 Ashland Ave,,West Orange,NJ,07052,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.782283,-74.234393,2025-12-10,186716,2025-12-10 01:57:44 UTC,,,,2021-03-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,JERSEYCITY CENTRAL AVE,394 Central Ave,394 Central Ave on the street,Jersey City,NJ,07307,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.748273,-74.047725,2025-12-10,186837,2025-12-10 01:58:45 UTC,,,,2021-04-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,EHT Health Park - Building 400,2500 English Creek Ave,,Egg Harbor Township,NJ,8234,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,39.436861,-74.605444,2025-12-10,187550,2025-12-10 00:22:57 UTC,,,,2021-04-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,EHT Health Park - Building 1200,2500 English Creek Ave,,Egg Harbor Township,NJ,8234,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,39.435002,-74.606,2025-12-10,187551,2025-12-10 00:22:58 UTC,,,,2021-04-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,SOUTHSIDE LOFTS SOUTHSIDE LOFTS,1 Liberty St,,Robbinsville Township,NJ,08691,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.219132,-74.634067,2025-12-10,189300,2025-12-10 02:00:21 UTC,,,,2021-05-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SOUTHSIDE LOFTS SOUTHSIDELOFTS2,1 Liberty St,,Robbinsville Township,NJ,08691,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.219108,-74.63396,2025-12-10,189301,2025-12-10 02:00:22 UTC,,,,2021-05-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Wawa - Tesla Supercharger,20 NJ-31,,Flemington,NJ,08822,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,40.504948,-74.851643,2024-07-01,189357,2025-02-12 00:16:32 UTC,P,,,2021-05-03,,,,,TESLA,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Somerville Parc,200 Parcview Pl,,Somerville,NJ,08876,,866-816-7584,E,,Public,24 hours daily,,,,,,2,,,EV Connect,https://www.evconnect.com,GPS,40.563372,-74.595793,2025-12-10,190270,2025-12-10 04:34:16 UTC,,,,2021-01-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Oliverie Funeral Home,125 South Cooks Bridge Road,,Jackson,NJ,08527,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,40.1141938,-74.2891393,2025-12-10,190352,2025-12-10 00:52:11 UTC,,,,2021-03-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00-$2.00/Hr Variable Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,Holiday Inn Express & Suites Tower Center,4 Tower Center Blvd,,East Brunswick,NJ,8816,,888-998-2546,E,,Public,24 hours daily,,,,,,,2,,Blink Network,https://blinkcharging.com,GPS,40.478932,-74.406902,2025-12-10,190458,2025-12-10 00:13:58 UTC,,,,2016-07-31,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Wawa - Tesla Supercharger,904 Haddonfield Road,,Cherry Hill,NJ,08002,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,39.92584959,-75.03243593,2024-07-01,190474,2025-02-12 00:16:32 UTC,P,,,2021-05-23,,,,,TESLA,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,GALAXY TOWERS GALAXYSTATION1,7000 JFK Blvd E,8th floor garage,Guttenberg,NJ,07093,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.789774,-74.000428,2025-12-10,190662,2025-12-10 02:01:28 UTC,,,,2021-06-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,GALAXY TOWERS GALAXYSTATION2,7000 JFK Blvd E,8th floor garage.,Guttenberg,NJ,07093,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.790543,-74.000922,2025-12-10,190663,2025-12-10 02:01:28 UTC,,,,2021-06-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,GALAXY TOWERS GALAXYSTATION3,7000 JFK Blvd E,8th floor garage,Guttenberg,NJ,07093,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.790502,-74.00078,2025-12-10,190664,2025-12-10 02:01:29 UTC,,,,2021-06-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CHESTNUTVIL CHESTNUT 2,168 Chestnut St,,Ridgewood,NJ,07450,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.983678,-74.118247,2025-12-10,190925,2025-12-10 02:01:31 UTC,,,,2021-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CHESTNUTVIL CHESTNUT 1,168 Chestnut St,,Ridgewood,NJ,07450,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.983694,-74.118247,2025-12-10,190926,2025-12-10 02:01:31 UTC,,,,2021-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,DT&P GARAGE B ST1,28 2nd St,Garage B level 1,Hoboken,NJ,07030,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.738277,-74.02907,2025-12-10,192715,2025-12-10 02:00:32 UTC,,,,2021-07-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,DT&P GARAGE B ST2,28 2nd St,Garage B Level 1,Hoboken,NJ,07030,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.738262,-74.029045,2025-12-10,192716,2025-12-10 02:00:32 UTC,,,,2021-07-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,DT&P GARAGE D ST1,215 Hudson St,Ground level Right of exit to Garage,Hoboken,NJ,07030,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.73913,-74.028824,2025-12-10,192717,2025-12-10 02:01:08 UTC,,,,2021-07-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,DT&P GARAGE D ST2,215 Hudson St,Ground level Right of exit to Garage,Hoboken,NJ,07030,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.739123,-74.028827,2025-12-10,192718,2025-12-10 02:01:08 UTC,,,,2021-07-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,MB OF NEWTON FAST CHARGER,92 Hampton House Rd,Near service Drive doors,Newton,NJ,07860,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,41.087732,-74.730289,2025-12-10,192787,2025-12-10 02:03:22 UTC,,,,2021-07-13,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,EDISON LOFTS STATION 1,33 Ashland Ave,,West Orange,NJ,07052,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.782364,-74.234307,2025-12-10,192996,2025-12-10 01:57:44 UTC,,,,2021-07-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Simon - Jersey Shore Premium Outlets (Tinton Fall,1 PREMIUM OUTLETS BLVD,,Tinton Falls,NJ,07753,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,40.22734,-74.09433,2025-12-10,193584,2025-12-10 04:24:17 UTC,,,,2021-08-07,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,FRONT SHOWROOM SHOP ST1,900 US-130,Lucas ford dealership,Burlington,NJ,08016,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.07953,-74.83948,2025-12-10,193649,2025-12-10 01:50:56 UTC,,,,2021-08-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,GFS STATION GFS PS1,18 Fairgrounds Rd,,Hamilton Township,NJ,08619,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.236744,-74.71967,2025-12-10,194120,2025-12-10 02:04:55 UTC,,,,2021-08-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BERKELY MUNICIP TOWN HALL PS1,627 Pinewald Keswick Rd,Back corner of parking lot,Forked River,NJ,08731,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.904443,-74.233008,2025-12-10,194272,2025-12-10 02:04:56 UTC,,,,2021-08-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Stop and Shop 647 Route 18 South,647 Route 18 South,,East Brunswick,NJ,08816,,855-900-7584,E,,Public,Mon: 6:00am-11:59pm; Tue: 6:00am-11:59pm; Wed: 6:00am-11:59pm; Thu: 6:00am-11:59pm; Fri: 6:00am-11:59pm; Sat: 6:00am-11:59pm; Sun: 6:00am-11:59pm,,,,,,2,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,40.432043,-74.390836,2025-12-10,194539,2025-12-10 04:14:36 UTC,,,,2021-08-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Stop and Shop Morris Plains,245 Littleton Road,,Morris Plains,NJ,07950,,855-900-7584,E,,Public,Mon: 6:00am-11:59pm; Tue: 6:00am-11:59pm; Wed: 6:00am-11:59pm; Thu: 6:00am-11:59pm; Fri: 6:00am-11:59pm; Sat: 6:00am-11:59pm; Sun: 6:00am-11:59pm,,,,,,2,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,40.842274,-74.463822,2025-12-10,194541,2025-12-10 04:14:11 UTC,,,,2021-08-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,"Ferry Plaza (UBP) (Newark, NJ)",311 Ferry Street,,Newark,NJ,07105,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,40.72831,-74.15123,2025-12-10,194698,2025-12-10 04:21:20 UTC,,,,2021-08-31,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Prospect Street Parking Lot (#1 and #2),29 Prospect Street,,Madison,NJ,07940,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,40.75636242273,-74.415776048479,2025-12-10,195175,2025-12-10 00:47:30 UTC,,,,2020-01-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00-$25.00/Hr Variable Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,Fort Lee Main St Municipal Parking Lot,231 Main St,,Fort Lee,NJ,07024,,888-998-2546,E,,Public,24 hours daily,,,,,,6,,,Blink Network,https://blinkcharging.com,GPS,40.8517854,-73.9714503,2025-12-10,195260,2025-12-10 00:47:40 UTC,,,,2020-03-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,false,,,,,,,,,false,
ELEC,Madison Public Library,39 Keep Street,,Madison,NJ,07940,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,40.752955119328,-74.414501343061,2025-12-10,195438,2025-12-10 00:49:13 UTC,,,,2020-03-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00-$25.00/Hr Variable Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,King George Plaza,266 King George Road,,Warren,NJ,07059,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,40.6415378,-74.5150386,2025-12-10,195439,2025-12-10 00:26:37 UTC,,,,2014-12-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00/Hr Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,Partners Profit Fanwood Group,316 South Ave,,Fanwood,NJ,7023,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,40.6418403,-74.3812904,2025-12-10,195440,2025-12-10 00:26:37 UTC,,,,2016-08-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00/Hr Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,The Chelsea at Warren,274 King George Road,,Warren,NJ,7059,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,https://blinkcharging.com,GPS,40.6430734,-74.515243,2025-12-10,195511,2025-12-10 00:28:24 UTC,,,,2015-10-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,false,,,,,,,,,false,
ELEC,100 Essex Ave,100 Essex Avenue,,Bellmawr,NJ,08031,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,39.866819134842,-75.104368984656,2025-12-10,195513,2025-12-10 00:50:40 UTC,,,,2021-09-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,GRE Gateway LLC,9 West South Orange Avenue,,South Orange,NJ,7079,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,40.7465526,-74.2605826,2025-12-10,195581,2025-12-10 00:28:37 UTC,,,,2021-09-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.00-$5.00/Hr Variable Parking Fee, $0.35/kWh Energy Fee",,,,,,,,,,false,,,,,,,,,false,
ELEC,The VIEW at Fairfield,264 Passaic Avenue,,Fairfield,NJ,7004,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,40.8800783,-74.2710259,2025-12-10,195725,2025-12-10 00:52:27 UTC,,,,2021-05-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.00-$10.00/Hr Variable Parking Fee, $0.20/kWh Energy Fee",,,,,,,,,,false,,,,,,,,,false,
ELEC,JERSEYCITY LENGORDPARKL2,227 Manhattan Ave,,Jersey City,NJ,07307,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.74584,-74.058846,2025-12-10,195736,2025-12-10 02:05:45 UTC,,,,2021-09-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,JERSEYCITY ENOSJONESPARK,387 8th St,,Jersey City,NJ,07302,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.7275,-74.05121,2025-12-10,195737,2025-12-10 02:05:45 UTC,,,,2021-09-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,JERSEYCITY BERRYLANEPARKL2,1017 Garfield Ave,,Jersey City,NJ,07304,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.713074,-74.06836,2025-12-10,195738,2025-12-10 02:05:46 UTC,,,,2021-09-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Wawa - Tesla Supercharger,150 Essex St,,Lodi,NJ,07644,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,40.89150205,-74.07254084,2024-07-01,195782,2025-02-12 00:16:32 UTC,P,,,2021-09-04,,,,,TESLA,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,,,,,,,,,LD,false,
ELEC,THE EDDY STATION 1,555 S 1st St,,Harrison,NJ,07029,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.741954,-74.162394,2025-12-10,195889,2025-12-10 01:57:42 UTC,,,,2021-09-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,THE EDDY STATION 2,555 S 1st St,,Harrison,NJ,07029,,888-758-4389,T,2025-11-03,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.742081,-74.162294,2025-12-10,195890,2025-12-10 01:57:42 UTC,,,,2021-09-15,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,FREIGHT STATION FREIGHT PS1,751 Speedwell Ave,Located in small lot next to Municipal Building,Morris Plains,NJ,07950,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.829459,-74.478584,2025-12-10,196056,2025-12-10 02:03:16 UTC,,,,2021-09-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,LONG BEACH TWP HOLGATE PS1,5500 S. Long Beach Blvd,Near Holgate Bathrooms,Long Beach,NJ,08008,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.532032,-74.2625,2025-12-10,196064,2025-12-10 02:06:11 UTC,,,,2021-09-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,LONG BEACH TWP TOWN HALL PS1,6805 Long Beach Blvd.,Near Pickleball Courts,Beach Haven,NJ,08008,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.6163,-74.200409,2025-12-10,196066,2025-12-10 02:06:14 UTC,,,,2021-09-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,JERSEYCITY RIVERVIEW PARK,Ogden Ave,Ogden Ave at Riverview Park,Jersey City,NJ,07307,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.743721,-74.043112,2025-12-10,196219,2025-12-10 01:52:45 UTC,,,,2021-09-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,THE EDDY STATION 3,555 S 1st St,,Harrison,NJ,07029,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.742075,-74.162436,2025-12-10,196428,2025-12-10 01:57:42 UTC,,,,2021-09-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,WASHINGTON BID WASHINGTON PS1,28 Washington Square Cir,,Washington,NJ,07882,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.759323,-74.979092,2025-12-10,196460,2025-12-10 02:06:39 UTC,,,,2021-09-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Overpeck Park,40 Fort Lee Road,,Leonia,NJ,07605,,855-900-7584,E,,Public,Mon: 7:00am-10:00pm; Tue: 7:00am-10:00pm; Wed: 7:00am-10:00pm; Thu: 7:00am-10:00pm; Fri: 7:00am-10:00pm; Sat: 7:00am-10:00pm; Sun: 7:00am-10:00pm,,,,,,4,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,40.862037,-74.008366,2025-12-10,196533,2025-12-10 04:15:39 UTC,,,,2021-09-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Westfield Public Parking Lot 1,155 Elm Street,,Westfield,NJ,07090,,855-900-7584,E,,Public,Mon: 6:00am-11:59pm; Tue: 6:00am-11:59pm; Wed: 6:00am-11:59pm; Thu: 6:00am-11:59pm; Fri: 6:00am-11:59pm; Sat: 6:00am-11:59pm; Sun: 6:00am-11:59pm,,,,,,2,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,40.651944,-74.349917,2025-12-10,196534,2025-12-10 04:17:51 UTC,,,,2021-09-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Westfield Public Parking Lot 4,12 Mountain Avenue,,Westfield,NJ,07090,,855-900-7584,E,,Public,Mon: 6:00am-11:59pm; Tue: 6:00am-11:59pm; Wed: 6:00am-11:59pm; Thu: 6:00am-11:59pm; Fri: 6:00am-11:59pm; Sat: 6:00am-11:59pm; Sun: 6:00am-11:59pm,,,,,,2,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,40.652647,-74.348375,2025-12-10,196535,2025-12-10 04:17:51 UTC,,,,2021-09-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Westfield Public Parking Lot 2,300 North Avenue West,,Westfield,NJ,07090,,855-900-7584,E,,Public,Mon: 6:00am-11:59pm; Tue: 6:00am-11:59pm; Wed: 6:00am-11:59pm; Thu: 6:00am-11:59pm; Fri: 6:00am-11:59pm; Sat: 6:00am-11:59pm; Sun: 6:00am-11:59pm,,,,,,2,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,40.650101,-74.347821,2025-12-10,196536,2025-12-10 04:17:51 UTC,,,,2021-09-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
